编号,股东名称,持股数量,持股比例,股本性质,截至日期,公告日期,股东说明,股东总数,平均持股数
1,中电海康集团有限公司,1623855536.0,39.91,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
2,龚虹嘉,743850000.0,18.28,"流通A股,限售流通股",2015-03-31,2015-04-11,,69585.0,58472.0
3,新疆威讯投资管理有限合伙企业,288360000.0,7.09,"流通A股,限售流通股",2015-03-31,2015-04-11,,69585.0,58472.0
4,新疆普康投资有限合伙企业,85487500.0,2.1,"流通A股,限售流通股",2015-03-31,2015-04-11,,69585.0,58472.0
5,中国电子科技集团公司第五十二研究所,80344464.0,1.97,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
6,浙江东方集团股份有限公司,76611121.0,1.88,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
7,MORGAN STANLEY&CO.INTERNATIONAL PLC.,28476584.0,0.7,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
8,易方达资产管理(香港)有限公司-客户资金(交易所),28336534.0,0.7,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
9,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,27978716.0,0.69,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
10,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,27120600.0,0.67,流通A股,2015-03-31,2015-04-11,,69585.0,58472.0
1,中电海康集团有限公司,1623855536.0,40.43,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2014-12-31,2015-03-12,,38823.0,103456.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2014-12-31,2015-03-12,,38823.0,103456.0
4,新疆普康投资有限合伙企业,96487500.0,2.4,"流通A股,限售流通股",2014-12-31,2015-03-12,,38823.0,103456.0
5,中国电子科技集团公司第五十二研究所,80344464.0,2.0,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
6,浙江东方集团股份有限公司,79450778.0,1.98,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
7,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,33458372.0,0.83,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
8,全国社保基金一一二组合,28999762.0,0.72,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
9,MORGAN STANLEY & CO.INTERNATIONAL PLC,24716091.0,0.62,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
10,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,24653832.0,0.61,流通A股,2014-12-31,2015-03-12,,38823.0,103456.0
1,中电海康集团有限公司,1623855536.0,40.42,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2014-09-30,2014-10-16,,55760.0,72049.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2014-09-30,2014-10-16,,55760.0,72049.0
4,新疆普康投资有限合伙企业,96487500.0,2.4,"流通A股,限售流通股",2014-09-30,2014-10-16,,55760.0,72049.0
5,浙江东方集团股份有限公司,90921237.0,2.26,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
6,中国电子科技集团公司第五十二研究所,80344464.0,2.0,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
7,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,23150508.0,0.58,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
8,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,22458172.0,0.56,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
9,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,20658598.0,0.51,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
10,全国社保基金一一二组合,20000000.0,0.5,流通A股,2014-09-30,2014-10-16,,55760.0,72049.0
1,浙江海康集团有限公司,1623855536.0,40.42,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2014-06-30,2014-07-19,,53212.0,75499.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2014-06-30,2014-07-19,,53212.0,75499.0
4,浙江东方集团股份有限公司,97653778.0,2.43,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
5,新疆普康投资有限合伙企业,96487500.0,2.4,"流通A股,限售流通股",2014-06-30,2014-07-19,,53212.0,75499.0
6,中国电子科技集团公司第五十二研究所,80344464.0,2.0,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
7,中国农业银行-交银施罗德成长股票证券投资基金,23980000.0,0.6,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
8,中国建设银行-泰达宏利市值优选股票型证券投资基金,20000000.0,0.5,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
9,中国工商银行-广发聚丰股票型证券投资基金,20000000.0,0.5,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
10,中国建设银行-华安宏利股票型证券投资基金,17999900.0,0.45,流通A股,2014-06-30,2014-07-19,,53212.0,75499.0
1,浙江海康集团有限公司,1623855536.0,40.42,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2014-03-31,2014-04-22,,53294.0,75379.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2014-03-31,2014-04-22,,53294.0,75379.0
4,浙江东方集团股份有限公司,106950778.0,2.66,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
5,新疆普康投资有限合伙企业,96487500.0,2.4,"流通A股,限售流通股",2014-03-31,2014-04-22,,53294.0,75379.0
6,中国电子科技集团公司第五十二研究所,80344464.0,2.0,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
7,中国工商银行-广发聚丰股票型证券投资基金,27600000.0,0.69,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
8,中国农业银行-交银施罗德成长股票证券投资基金,26000000.0,0.65,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
9,中国建设银行-泰达宏利市值优选股票型证券投资基金,19000000.0,0.47,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
10,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,18601119.0,0.46,流通A股,2014-03-31,2014-04-22,,53294.0,75379.0
1,中电海康集团有限公司,1623855536.0,40.42,流通A股,2014-01-15,2014-01-16,,,
2,中国电子科技集团公司第五十二研究所,80344464.0,2.0,流通A股,2014-01-15,2014-01-16,,,
,,,,,2014-01-15,2014-01-16,,,
,,,,,2014-01-15,2014-01-16,,,
1,中国电子科技集团公司第五十二研究所,1704200000.0,42.42,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2013-12-31,2014-04-22,,29756.0,135005.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2013-12-31,2014-04-22,,29756.0,135005.0
4,浙江东方集团股份有限公司,114578678.0,2.85,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
5,新疆普康投资有限合伙企业,96487500.0,2.4,"流通A股,限售流通股",2013-12-31,2014-04-22,,29756.0,135005.0
6,中国工商银行-广发聚丰股票型证券投资基金,36450000.0,0.91,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
7,中国农业银行-交银施罗德成长股票证券投资基金,30222253.0,0.75,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
8,全国社保基金一一七组合,24699789.0,0.61,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
9,中国建设银行-泰达宏利市值优选股票型证券投资基金,21000000.0,0.52,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
10,中国工商银行-南方绩优成长股票型证券投资基金,21000000.0,0.52,流通A股,2013-12-31,2014-04-22,,29756.0,135005.0
1,中国电子科技集团公司第五十二研究所,1704200000.0,42.42,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
2,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2013-09-30,2013-10-12,,19179.0,209459.0
3,新疆威讯投资管理有限合伙企业,299360000.0,7.45,"流通A股,限售流通股",2013-09-30,2013-10-12,,19179.0,209459.0
4,浙江东方集团股份有限公司,122357626.0,3.05,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
5,新疆普康投资有限合伙企业,96487500.0,2.4,限售流通股,2013-09-30,2013-10-12,,19179.0,209459.0
6,中国工商银行-广发聚丰股票型证券投资基金,34800000.0,0.87,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
7,中国农业银行-交银施罗德成长股票证券投资基金,30000000.0,0.75,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
8,全国社保基金一一七组合,24999789.0,0.62,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
9,中国工商银行-南方绩优成长股票型证券投资基金,22044482.0,0.55,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
10,中国建设银行-泰达宏利市值优选股票型证券投资基金,22000000.0,0.55,流通A股,2013-09-30,2013-10-12,,19179.0,209459.0
1,龚虹嘉,743850000.0,18.52,"流通A股,限售流通股",2013-07-24,2013-07-25,2013-07-10：10送5转增5,,
,,,,,2013-07-24,2013-07-25,2013-07-10：10送5转增5,,
,,,,,2013-07-24,2013-07-25,2013-07-10：10送5转增5,,
,,,,,2013-07-24,2013-07-25,2013-07-10：10送5转增5,,
1,新疆威讯投资管理有限合伙企业,157680000.0,7.85,"流通A股,限售流通股",2013-07-05,2013-07-06,,,
,,,,,2013-07-05,2013-07-06,,,
,,,,,2013-07-05,2013-07-06,,,
,,,,,2013-07-05,2013-07-06,,,
1,中国电子科技集团公司第五十二研究所,852100000.0,42.42,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
2,龚虹嘉,385500000.0,19.19,"流通A股,限售流通股",2013-06-30,2013-08-26,,19315.0,103992.0
3,新疆威讯投资管理有限合伙企业,170380000.0,8.48,"流通A股,限售流通股",2013-06-30,2013-08-26,,19315.0,103992.0
4,浙江东方集团股份有限公司,66199036.0,3.3,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
5,新疆普康投资有限合伙企业,48243750.0,2.4,限售流通股,2013-06-30,2013-08-26,,19315.0,103992.0
6,全国社会保障基金理事会转持三户,20000000.0,1.0,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
7,中国农业银行-交银施罗德成长股票证券投资基金,15355784.0,0.76,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
8,中国工商银行-广发聚丰股票型证券投资基金,14150610.0,0.7,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
9,中国工商银行-南方绩优成长股票型证券投资基金,11022241.0,0.55,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
10,中国建设银行-交银施罗德蓝筹股票证券投资基金,10580004.0,0.53,流通A股,2013-06-30,2013-08-26,,19315.0,103992.0
1,新疆威讯投资管理有限合伙企业,175380000.0,8.73,"流通A股,限售流通股",2013-06-14,2013-06-15,,,
,,,,,2013-06-14,2013-06-15,,,
,,,,,2013-06-14,2013-06-15,,,
,,,,,2013-06-14,2013-06-15,,,
1,龚虹嘉,395500000.0,19.69,"流通A股,限售流通股",2013-05-22,2013-05-25,,,
,,,,,2013-05-22,2013-05-25,,,
,,,,,2013-05-22,2013-05-25,,,
,,,,,2013-05-22,2013-05-25,,,
1,龚虹嘉,414500000.0,20.64,"流通A股,限售流通股",2013-05-02,2013-05-04,,,
,,,,,2013-05-02,2013-05-04,,,
,,,,,2013-05-02,2013-05-04,,,
,,,,,2013-05-02,2013-05-04,,,
1,中国电子科技集团公司第五十二研究所,852100000.0,42.42,限售流通股,2013-03-31,2013-04-09,,11499.0,174677.0
2,龚虹嘉,442000000.0,22.01,"流通A股,限售流通股",2013-03-31,2013-04-09,,11499.0,174677.0
3,新疆威讯投资管理有限合伙企业,199080000.0,9.91,"流通A股,限售流通股",2013-03-31,2013-04-09,,11499.0,174677.0
4,浙江东方集团股份有限公司,70721536.0,3.52,流通A股,2013-03-31,2013-04-09,,11499.0,174677.0
5,新疆普康投资有限合伙企业,64325000.0,3.2,"流通A股,限售流通股",2013-03-31,2013-04-09,,11499.0,174677.0
6,全国社会保障基金理事会转持三户,20000000.0,1.0,限售流通股,2013-03-31,2013-04-09,,11499.0,174677.0
7,中国农业银行-交银施罗德成长股票证券投资基金,12008636.0,0.6,流通A股,2013-03-31,2013-04-09,,11499.0,174677.0
8,中国工商银行-南方绩优成长股票型证券投资基金,11022241.0,0.55,流通A股,2013-03-31,2013-04-09,,11499.0,174677.0
9,中国工商银行-广发聚丰股票型证券投资基金,10328182.0,0.51,流通A股,2013-03-31,2013-04-09,,11499.0,174677.0
10,中国建设银行-泰达宏利市值优选股票型证券投资基金,9700000.0,0.48,流通A股,2013-03-31,2013-04-09,,11499.0,174677.0
1,中国电子科技集团公司第五十二研究所,852100000.0,42.42,限售流通股,2012-12-31,2013-04-09,,9635.0,208470.0
2,龚虹嘉,442000000.0,22.01,"流通A股,限售流通股",2012-12-31,2013-04-09,,9635.0,208470.0
3,新疆威讯投资管理有限合伙企业,199080000.0,9.91,"流通A股,限售流通股",2012-12-31,2013-04-09,,9635.0,208470.0
4,浙江东方集团股份有限公司,76579076.0,3.81,流通A股,2012-12-31,2013-04-09,,9635.0,208470.0
5,新疆普康投资有限合伙企业,64325000.0,3.2,"流通A股,限售流通股",2012-12-31,2013-04-09,,9635.0,208470.0
6,全国社会保障基金理事会转持三户,20000000.0,1.0,限售流通股,2012-12-31,2013-04-09,,9635.0,208470.0
7,中国农业银行-交银施罗德成长股票证券投资基金,18900000.0,0.94,流通A股,2012-12-31,2013-04-09,,9635.0,208470.0
8,中国工商银行-南方绩优成长股票型证券投资基金,11022241.0,0.55,流通A股,2012-12-31,2013-04-09,,9635.0,208470.0
9,中国建设银行-华夏优势增长股票型证券投资基金,10583173.0,0.53,流通A股,2012-12-31,2013-04-09,,9635.0,208470.0
10,中国建设银行-交银施罗德蓝筹股票证券投资基金,9937892.0,0.49,流通A股,2012-12-31,2013-04-09,,9635.0,208470.0
1,中国电子科技集团公司第五十二研究所,852100000.0,42.61,限售流通股,2012-06-30,2012-08-17,,9860.0,202840.0
2,龚虹嘉,442000000.0,22.1,"流通A股,限售流通股",2012-06-30,2012-08-17,,9860.0,202840.0
3,新疆威讯投资管理有限合伙企业,199080000.0,9.95,"流通A股,限售流通股",2012-06-30,2012-08-17,,9860.0,202840.0
4,浙江东方集团股份有限公司,78339076.0,3.92,流通A股,2012-06-30,2012-08-17,,9860.0,202840.0
5,新疆普康投资有限合伙企业,64325000.0,3.22,"流通A股,限售流通股",2012-06-30,2012-08-17,,9860.0,202840.0
6,全国社会保障基金理事会转持三户,20000000.0,1.0,限售流通股,2012-06-30,2012-08-17,,9860.0,202840.0
7,中国农业银行-交银施罗德成长股票证券投资基金,19800000.0,0.99,流通A股,2012-06-30,2012-08-17,,9860.0,202840.0
8,中国建设银行-交银施罗德蓝筹股票证券投资基金,12500000.0,0.63,流通A股,2012-06-30,2012-08-17,,9860.0,202840.0
9,中国建设银行-华夏优势增长股票型证券投资基金,12132862.0,0.61,流通A股,2012-06-30,2012-08-17,,9860.0,202840.0
10,全国社保基金一零七组合,10929480.0,0.55,流通A股,2012-06-30,2012-08-17,,9860.0,202840.0
1,新疆威讯投资管理有限合伙企业,99540000.0,9.95,"流通A股,限售流通股",2012-05-25,2012-05-29,"新疆威讯投资管理有限合伙企业于2012年4月27日将其所持有的本公司股份4,000,000股换购等值嘉实沪深300ETF,占其持有本公司首发前股份数的3.12%，占本公司总股份数的0.4%，",,
,,,,,2012-05-25,2012-05-29,"新疆威讯投资管理有限合伙企业于2012年4月27日将其所持有的本公司股份4,000,000股换购等值嘉实沪深300ETF,占其持有本公司首发前股份数的3.12%，占本公司总股份数的0.4%，",,
,,,,,2012-05-25,2012-05-29,"新疆威讯投资管理有限合伙企业于2012年4月27日将其所持有的本公司股份4,000,000股换购等值嘉实沪深300ETF,占其持有本公司首发前股份数的3.12%，占本公司总股份数的0.4%，",,
,,,,,2012-05-25,2012-05-29,"新疆威讯投资管理有限合伙企业于2012年4月27日将其所持有的本公司股份4,000,000股换购等值嘉实沪深300ETF,占其持有本公司首发前股份数的3.12%，占本公司总股份数的0.4%，",,
1,新疆威讯投资管理有限合伙企业,116000000.0,11.6,"流通A股,限售流通股",2012-04-26,2012-04-28,,,
,,,,,2012-04-26,2012-04-28,,,
,,,,,2012-04-26,2012-04-28,,,
,,,,,2012-04-26,2012-04-28,,,
1,龚虹嘉,221000000.0,22.1,"流通A股,限售流通股",2012-03-09,2012-03-13,,,
,,,,,2012-03-09,2012-03-13,,,
,,,,,2012-03-09,2012-03-13,,,
,,,,,2012-03-09,2012-03-13,,,
1,龚虹嘉,234850000.0,23.49,"流通A股,限售流通股",2012-02-27,2012-02-29,,,
,,,,,2012-02-27,2012-02-29,,,
,,,,,2012-02-27,2012-02-29,,,
,,,,,2012-02-27,2012-02-29,,,
1,中国电子科技集团公司第五十二研究所,426050000.0,42.61,限售流通股,2011-12-31,2012-04-24,,9468.0,105619.0
2,龚虹嘉,239550000.0,23.96,"流通A股,限售流通股",2011-12-31,2012-04-24,,9468.0,105619.0
3,新疆威讯投资管理有限合伙企业,122000000.0,12.2,"流通A股,限售流通股",2011-12-31,2012-04-24,,9468.0,105619.0
4,浙江东方集团股份有限公司,45000000.0,4.5,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
5,新疆普康投资有限合伙企业,32302500.0,3.23,"流通A股,限售流通股",2011-12-31,2012-04-24,,9468.0,105619.0
6,全国社会保障基金理事会转持三户,10000000.0,1.0,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
7,中国建设银行-华夏优势增长股票型证券投资基金,8577846.0,0.86,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
8,中国银行-华夏回报证券投资基金,5640028.0,0.56,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
9,中国工商银行-南方绩优成长股票型证券投资基金,4457571.0,0.45,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
10,全国社保基金一零七组合,3997249.0,0.4,流通A股,2011-12-31,2012-04-24,,9468.0,105619.0
1,中国电子科技集团公司第五十二研究所,426050000.0,42.61,限售流通股,2011-06-30,2011-07-30,,12945.0,77250.0
2,龚虹嘉,247950000.0,24.8,"流通A股,限售流通股",2011-06-30,2011-07-30,,12945.0,77250.0
3,新疆威讯投资管理有限合伙企业,128250000.0,12.83,"流通A股,限售流通股",2011-06-30,2011-07-30,,12945.0,77250.0
4,浙江东方集团股份有限公司,45000000.0,4.5,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
5,新疆普康投资有限合伙企业,42750000.0,4.28,"流通A股,限售流通股",2011-06-30,2011-07-30,,12945.0,77250.0
6,全国社会保障基金理事会转持三户,10000000.0,1.0,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
7,中国工商银行-汇添富均衡增长股票型证券投资基金,7374907.0,0.74,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
8,中国建设银行-华安宏利股票型证券投资基金,3799800.0,0.38,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
9,东方证券股份有限公司,3202096.0,0.32,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
10,全国社保基金一零七组合,2732612.0,0.27,流通A股,2011-06-30,2011-07-30,,12945.0,77250.0
1,中国电子科技集团公司第五十二研究所,213025000.0,42.61,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
2,龚虹嘉,123975000.0,24.8,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
3,杭州威讯投资管理有限公司,64125000.0,12.83,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
4,浙江东方集团股份有限公司,22500000.0,4.5,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
5,杭州康普投资有限公司,21375000.0,4.28,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
6,全国社会保障基金理事会转持三户,5000000.0,1.0,限售流通股,2010-12-31,2011-03-19,,8603.0,58119.0
7,中国工商银行-汇添富均衡增长股票型证券投资基金,3982722.0,0.8,流通A股,2010-12-31,2011-03-19,,8603.0,58119.0
8,中国工商银行-汇添富成长焦点股票型证券投资基金,2400149.0,0.48,流通A股,2010-12-31,2011-03-19,,8603.0,58119.0
9,中国建设银行-华安宏利股票型证券投资基金,1909900.0,0.38,流通A股,2010-12-31,2011-03-19,,8603.0,58119.0
10,华夏银行股份有限公司-德盛精选股票证券投资基金,1800000.0,0.36,流通A股,2010-12-31,2011-03-19,,8603.0,58119.0
1,中国电子科技集团公司第五十二研究所,213025000.0,42.61,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
2,龚虹嘉,123975000.0,24.8,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
3,杭州威讯投资管理有限公司,64125000.0,12.83,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
4,浙江东方集团股份有限公司,22500000.0,4.5,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
5,杭州康普投资有限公司,21375000.0,4.28,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
6,全国社会保障基金理事会转持三户,5000000.0,1.0,限售流通股,2010-06-30,2010-08-13,,11768.0,42488.0
7,中国工商银行－汇添富均衡增长股票型证券投资基金,3811480.0,0.76,流通A股,2010-06-30,2010-08-13,,11768.0,42488.0
8,中国工商银行－汇添富成长焦点股票型证券投资基金,2038092.0,0.41,流通A股,2010-06-30,2010-08-13,,11768.0,42488.0
9,中国工商银行－南方绩优成长股票型证券投资基金,1809931.0,0.36,流通A股,2010-06-30,2010-08-13,,11768.0,42488.0
10,交通银行－安顺证券投资基金,1331350.0,0.27,流通A股,2010-06-30,2010-08-13,,11768.0,42488.0
1,中国电子科技集团公司第五十二研究所,213025000.0,42.61,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
2,龚虹嘉,123975000.0,24.8,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
3,杭州威讯投资管理有限公司,64125000.0,12.83,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
4,浙江东方集团股份有限公司,22500000.0,4.5,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
5,杭州康普投资有限公司,21375000.0,4.28,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
6,全国社会保障基金理事会转持三户,5000000.0,1.0,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
7,中国建设银行－农银汇理中小盘股票型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
8,西南证券股份有限公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
9,中国工商银行－建信稳定增利债券型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
10,中国建设银行－华富收益增强债券型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
11,中国工商银行－华夏希望债券型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
12,中国银行－国投瑞银稳定增利债券型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
13,中国对外经济贸易信托有限公司－结构化新股投资集合信托7,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
14,中国对外经济贸易信托有限公司－结构化新股投资集合信托6,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
15,中国对外经济贸易信托有限公司－结构化新股投资集合信托5,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
16,中国对外经济贸易信托有限公司－结构化新股投资集合信托4,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
17,中国对外经济贸易信托有限公司－结构化新股投资集合信托3,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
18,中国对外经济贸易信托有限公司－结构化新股投资集合信托2,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
19,中国对外经济贸易信托有限公司－结构化新股投资集合信托1,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
20,云南国际信托有限公司－云信成长2007－2第一期集合资金信托,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
21,云南国际信托有限公司－云信成长2007-2第二期集合资金信托,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
22,云南国际信托有限公司－云信成长2007-2第三期集合资金信托,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
23,云南国际信托有限公司－云信成长2007－2第六期集合资金信托计划,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
24,云南国际信托有限公司－云信成长2007－2第七期集合资金信托计划,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
25,云南国际信托有限公司－云信成长2007－2第九期集合资金信托,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
26,云南国际信托有限公司－瑞凯集合资金信托计划,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
27,全国社保基金五零四组合,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
28,招商证券－招行－招商证券现金牛集合资产管理计划,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
29,中国工商银行－广发聚富开放式证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
30,交通银行－华夏债券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
31,海通证券股份有限公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
32,中国银行－华夏行业精选股票型证券投资基金（LOF）,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
33,华泰证券股份有限公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
34,红塔证券股份有限公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
35,中国工商银行－华安中小盘成长股票型证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
36,华夏成长证券投资基金,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
37,中国电力财务有限公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
38,五矿集团财务有限责任公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
39,中船重工财务有限责任公司,187900.0,0.04,限售流通股,2010-05-27,2010-05-27,,66784.0,7486.0
1,中国电子科技集团公司第五十二研究所,218025000.0,48.45,限售流通股,2010-05-17,2010-05-07,,,
2,龚虹嘉,123975000.0,27.55,限售流通股,2010-05-17,2010-05-07,,,
3,杭州威讯投资管理有限公司,64125000.0,14.25,限售流通股,2010-05-17,2010-05-07,,,
4,浙江东方集团股份有限公司,22500000.0,5.0,限售流通股,2010-05-17,2010-05-07,,,
5,杭州康普投资有限公司,21375000.0,4.75,限售流通股,2010-05-17,2010-05-07,,,
