股票代码,主营业务,产品类型,产品名称,经营范围
300750,动力电池、储能电池的研发、生产、销售。,动力电池系统、储能电池系统、新兴应用领域及创新解决方案、电池材料和回收,电芯、模组/电箱、电池包、公用事业储能、工商业储能、数据中心储能、新兴应用领域及创新解决方案、锂盐、前驱体、正极材料,锂离子电池、锂聚合物电池、燃料电池、动力电池、超大容量储能电池、超级电容器、电池管理系统及可充电电池包、风光电储能系统、相关设备仪器的开发、生产和销售及售后服务；对新能源行业的投资；锂电池及相关产品的技术服务、测试服务以及咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
