股票代码,主营业务,产品类型,产品名称,经营范围
002415,"以视频技术为核心价值链的研发,制造和营销。",主业建造工程、机器人业务、智能家居业务、热成像业务、汽车电子业务、存储业务、其他创新业务,主业建造工程、机器人业务、智能家居业务、热成像业务、汽车电子业务、存储业务、其他创新业务,电子产品（含防爆电气产品、通信设备及其辅助设备、多媒体设备、传输与显示设备）、消防产品、大数据与物联网软硬件产品、飞行器、机器人、智能装备与智能化系统、实时通讯系统、汽车零部件及配件、车用电气信号设备装置、服务器及配套软硬件产品的研发、生产；销售自产产品；提供技术服务，电子技术咨询服务，培训服务（不含办班培训），电子设备安装，电子工程及智能系统工程的设计、施工及维护。（国家禁止和限制的项目除外，涉及许可证的凭证经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
