报告期,报表核心指标,*现金及现金等价物净增加额,*经营活动产生的现金流量净额,*投资活动产生的现金流量净额,*筹资活动产生的现金流量净额,*期末现金及现金等价物余额,报表全部指标,一、经营活动产生的现金流量,销售商品、提供劳务收到的现金,收到的税费与返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,二、投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,三、筹资活动产生的现金流量,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加：期初现金及现金等价物余额,六、期末现金及现金等价物余额,补充资料：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动产生的现金流量净额,2、不涉及现金收支的重大投资和筹资活动：,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,间接法-现金及现金等价物净增加额
2025-09-30,,3.21亿,136.97亿,-28.31亿,-105.93亿,363.74亿,,,783.69亿,32.37亿,11.87亿,827.93亿,439.89亿,150.21亿,48.71亿,52.14亿,690.96亿,136.97亿,,34.86亿,9495.30万,1.17亿,False,8332.45万,37.81亿,30.85亿,35.27亿,False,False,66.12亿,-28.31亿,,False,False,29.59亿,False,False,29.59亿,32.14亿,84.46亿,False,18.91亿,135.51亿,-105.93亿,4752.59万,3.21亿,360.53亿,363.74亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2025-06-30,,-50.54亿,53.43亿,-18.79亿,-85.51亿,309.99亿,,,497.01亿,21.08亿,8.13亿,526.22亿,300.95亿,107.58亿,30.65亿,33.62亿,472.79亿,53.43亿,,20.65亿,4924.81万,3575.80万,False,5831.11万,22.09亿,19.78亿,21.10亿,False,False,40.87亿,-18.79亿,,False,False,24.99亿,False,False,24.99亿,26.08亿,67.98亿,2.76亿,16.43亿,110.49亿,-85.51亿,3187.39万,-50.54亿,360.53亿,309.99亿,,,62.81亿,2.09亿,8.82亿,5289.80万,4636.11万,-738.64万,3.72万,4311.74万,5331.50万,3668.09万,-1.15亿,1970.24万,-2.52亿,35.96亿,-58.40亿,False,53.43亿,,,309.99亿,360.53亿,-50.54亿
2025-03-31,,-34.20亿,-17.37亿,-8.42亿,-8.65亿,326.33亿,,,241.49亿,8.61亿,4.42亿,254.53亿,178.51亿,64.61亿,12.40亿,16.38亿,271.90亿,-17.37亿,,9.93亿,1924.59万,753.04万,False,5201.14万,10.72亿,9.38亿,9.76亿,False,False,19.14亿,-8.42亿,,False,False,15.28亿,False,False,15.28亿,13.68亿,5139.65万,False,9.73亿,23.93亿,-8.65亿,2388.98万,-34.20亿,360.53亿,326.33亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2024-12-31,,-133.75亿,132.64亿,-45.48亿,-220.79亿,360.53亿,,,985.12亿,41.98亿,17.61亿,1044.71亿,568.58亿,201.41亿,66.79亿,75.29亿,912.07亿,132.64亿,,30.02亿,6733.34万,1889.37万,False,8441.98万,31.73亿,46.66亿,30.46亿,844.07万,False,77.21亿,-45.48亿,,1.49亿,1.49亿,72.14亿,False,200.71万,73.65亿,170.74亿,89.94亿,3.27亿,33.77亿,294.44亿,-220.79亿,-1248.72万,-133.75亿,494.28亿,360.53亿,,,131.41亿,4.46亿,17.87亿,9999.99万,9711.58万,1454.00万,32.28万,-4775.91万,2.56亿,-8591.16万,-2.36亿,-1715.56万,-3.00亿,-40.19亿,4.80亿,False,132.64亿,,,360.53亿,494.28亿,-133.75亿
2024-09-30,,-213.48亿,26.04亿,-33.16亿,-205.93亿,280.80亿,,,673.72亿,32.14亿,12.96亿,718.82亿,433.19亿,155.14亿,47.13亿,57.32亿,692.78亿,26.04亿,,19.42亿,6703.34万,536.62万,False,4321.35万,20.58亿,33.88亿,19.86亿,False,False,53.74亿,-33.16亿,,False,False,57.02亿,False,200.71万,57.04亿,144.51亿,88.92亿,False,29.53亿,262.96亿,-205.93亿,-4364.76万,-213.48亿,494.28亿,280.80亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2024-06-30,,-154.74亿,-1.90亿,-19.03亿,-133.60亿,339.54亿,,,436.86亿,19.24亿,10.82亿,466.91亿,290.84亿,111.79亿,31.45亿,34.73亿,468.81亿,-1.90亿,,14.48亿,False,444.02万,False,4321.35万,14.96亿,19.18亿,14.81亿,False,False,33.99亿,-19.03亿,,False,False,50.57亿,False,False,50.57亿,67.69亿,87.70亿,2.28亿,28.78亿,184.17亿,-133.60亿,-2058.14万,-154.74亿,494.28亿,339.54亿,,,56.41亿,2.04亿,8.04亿,4984.68万,4691.39万,1177.29万,17.39万,-5038.91万,1.42亿,1.04亿,-3639.61万,2611.46万,-1295.32万,-14.68亿,-67.21亿,False,-1.90亿,,,339.54亿,494.28亿,-154.74亿
2024-03-31,,-54.66亿,-39.66亿,-10.04亿,-4.82亿,439.62亿,,,221.57亿,7.97亿,5.24亿,234.78亿,173.04亿,68.10亿,15.07亿,18.23亿,274.44亿,-39.66亿,,13.99亿,False,1040.30万,False,1956.66万,14.28亿,10.08亿,14.25亿,False,False,24.33亿,-10.04亿,,False,False,14.01亿,False,False,14.01亿,16.60亿,1.74亿,False,5017.97万,18.84亿,-4.82亿,-1400.55万,-54.66亿,494.28亿,439.62亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2023-12-31,,96.03亿,166.22亿,-39.87亿,-31.45亿,494.28亿,,,935.94亿,39.91亿,18.06亿,993.92亿,520.09亿,179.78亿,64.95亿,62.88亿,827.70亿,166.22亿,,46.88亿,6712.38万,3073.84万,False,1.21亿,49.08亿,40.48亿,48.03亿,4399.27万,False,88.95亿,-39.87亿,,7257.00万,7257.00万,110.32亿,False,500.00万,111.10亿,61.75亿,70.83亿,1.94亿,9.97亿,142.55亿,-31.45亿,1.13亿,96.03亿,398.25亿,494.28亿,,,151.56亿,4.63亿,16.20亿,9892.46万,8414.44万,567.45万,483.27万,-2267.93万,3.25亿,-6330.23万,-5.07亿,-5485.39万,-3.65亿,-61.33亿,45.88亿,False,166.22亿,,,494.28亿,398.25亿,96.03亿
2023-09-30,,-262.50万,59.13亿,-34.40亿,-25.68亿,398.22亿,,,640.48亿,27.96亿,14.67亿,683.11亿,394.29亿,138.71亿,46.19亿,44.79亿,623.98亿,59.13亿,,36.77亿,217.08万,499.26万,False,4549.01万,37.29亿,33.21亿,38.03亿,4399.27万,False,71.69亿,-34.40亿,,1082.00万,1082.00万,84.12亿,False,500.00万,84.27亿,31.94亿,69.19亿,False,8.82亿,109.95亿,-25.68亿,9152.92万,-262.50万,398.25亿,398.22亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2023-06-30,,-52.93亿,10.26亿,-20.85亿,-43.95亿,345.32亿,,,402.53亿,16.11亿,9.93亿,428.58亿,263.12亿,98.75亿,28.10亿,28.34亿,418.32亿,10.26亿,,23.10亿,False,540.03万,False,2988.83万,23.46亿,20.11亿,23.76亿,4399.27万,False,44.31亿,-20.85亿,,102.00万,102.00万,46.64亿,False,False,46.65亿,15.41亿,67.29亿,1.28亿,7.89亿,90.60亿,-43.95亿,1.61亿,-52.93亿,398.25亿,345.32亿,,,57.57亿,1.96亿,6.94亿,3544.62万,4167.64万,269.94万,52.73万,-4658.90万,1.09亿,-1076.66万,-1.54亿,120.86万,-5.42亿,-23.94亿,-34.70亿,False,10.26亿,,,345.32亿,398.25亿,-52.93亿
2023-03-31,,-20.41亿,-32.86亿,-7.59亿,20.31亿,377.75亿,,,188.69亿,8.45亿,5.50亿,202.65亿,144.94亿,61.23亿,14.26亿,15.08亿,235.50亿,-32.86亿,,17.59亿,False,202.39万,False,1242.93万,17.73亿,6.57亿,18.31亿,4399.27万,False,25.32亿,-7.59亿,,102.00万,102.00万,36.78亿,False,False,36.79亿,15.10亿,7701.50万,False,6040.53万,16.47亿,20.31亿,-2797.06万,-20.41亿,398.15亿,377.75亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2022-12-31,,52.11亿,101.64亿,-37.25亿,-14.56亿,398.15亿,,,867.99亿,37.68亿,21.02亿,926.69亿,541.79亿,163.98亿,59.47亿,59.81亿,825.05亿,101.64亿,,73.10亿,5189.22万,1297.82万,False,4777.04万,74.22亿,37.56亿,73.92亿,False,False,111.48亿,-37.25亿,,60.15亿,31.21亿,83.60亿,False,False,143.76亿,47.86亿,87.34亿,305.05万,23.11亿,158.31亿,-14.56亿,2.29亿,52.11亿,346.04亿,398.15亿,,,135.58亿,5.08亿,11.74亿,7967.62万,8148.65万,1757.89万,103.87万,1.56亿,1.65亿,-2.18亿,-2.60亿,2089.92万,-15.10亿,-49.22亿,-5.70亿,False,101.64亿,,,398.15亿,346.04亿,52.11亿
2022-09-30,,-45.07亿,1.60亿,-26.23亿,-21.93亿,300.97亿,,,595.35亿,30.65亿,18.16亿,644.16亿,429.42亿,125.15亿,43.86亿,44.14亿,642.56亿,1.60亿,,53.25亿,5264.62万,1539.35万,False,3740.88万,54.31亿,27.93亿,52.61亿,False,False,80.54亿,-26.23亿,,28.94亿,False,75.52亿,False,False,104.46亿,39.16亿,85.93亿,False,1.30亿,126.39亿,-21.93亿,1.49亿,-45.07亿,346.04亿,300.97亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2022-06-30,,-68.45亿,-21.58亿,-16.97亿,-30.62亿,277.59亿,,,379.91亿,18.58亿,9.97亿,408.47亿,285.17亿,88.55亿,28.20亿,28.13亿,430.05亿,-21.58亿,,31.90亿,False,888.63万,False,2212.40万,32.21亿,18.28亿,30.91亿,False,False,49.18亿,-16.97亿,,28.94亿,False,32.44亿,False,False,61.38亿,11.40亿,79.54亿,100.00万,1.06亿,92.00亿,-30.62亿,7266.35万,-68.45亿,346.04亿,277.59亿,,,61.38亿,1.26亿,6.00亿,3885.18万,5068.49万,1063.89万,False,1.18亿,-1133.63万,-1.85亿,-1.44亿,-1731.43万,-27.70亿,-33.28亿,-35.87亿,False,-21.58亿,,,277.59亿,346.04亿,-68.45亿
2022-03-31,,-4.87亿,-39.05亿,-7.95亿,42.48亿,341.17亿,,,176.61亿,7.42亿,3.29亿,187.32亿,155.20亿,53.78亿,7.95亿,9.44亿,226.37亿,-39.05亿,,15.18亿,201.39万,717.88万,False,1696.97万,15.44亿,9.11亿,14.28亿,False,False,23.39亿,-7.95亿,,28.94亿,False,15.38亿,False,False,44.32亿,7036.23万,5713.16万,False,5606.67万,1.84亿,42.48亿,-3475.82万,-4.87亿,346.04亿,341.17亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2021-12-31,,-4.21亿,127.09亿,-31.56亿,-97.91亿,346.04亿,,,835.03亿,46.83亿,27.98亿,909.85亿,536.63亿,128.69亿,64.47亿,52.97亿,782.76亿,127.09亿,,61.90亿,1.16亿,6443.10万,False,False,63.70亿,30.98亿,60.94亿,3.24亿,1019.67万,95.26亿,-31.56亿,,2.08亿,2.08亿,59.16亿,False,False,61.23亿,77.58亿,78.44亿,470.40万,3.13亿,159.15亿,-97.91亿,-1.82亿,-4.21亿,350.25亿,346.04亿,,,175.11亿,4.48亿,8.83亿,1.41亿,6650.22万,-3422.56万,815.61万,3820.00万,3.02亿,-1.74亿,-3.90亿,33.53万,-59.36亿,-54.79亿,40.19亿,-116.39万,127.09亿,,,346.04亿,350.25亿,-4.21亿
2021-09-30,,-65.00亿,39.32亿,-23.02亿,-80.33亿,285.25亿,,,578.04亿,32.24亿,15.06亿,625.34亿,409.82亿,97.60亿,37.98亿,40.62亿,586.02亿,39.32亿,,55.86亿,1.17亿,1547.75万,False,1643.62万,57.35亿,21.26亿,56.11亿,3.00亿,False,80.37亿,-23.02亿,,683.99万,683.99万,38.57亿,False,False,38.63亿,45.19亿,71.19亿,False,2.59亿,118.97亿,-80.33亿,-9592.04万,-65.00亿,350.25亿,285.25亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2021-06-30,,-73.85亿,19.63亿,-10.94亿,-81.80亿,276.40亿,,,366.46亿,19.48亿,11.11亿,397.04亿,253.83亿,69.10亿,25.39亿,29.10亿,377.42亿,19.63亿,,38.32亿,1.17亿,601.71万,False,618.28万,39.61亿,12.86亿,37.61亿,735.60万,False,50.54亿,-10.94亿,,575.00万,575.00万,14.39亿,False,False,14.45亿,23.52亿,70.65亿,150.00万,2.08亿,96.25亿,-81.80亿,-7429.87万,-73.85亿,350.25亿,276.40亿,,,68.55亿,2.58亿,4.39亿,3505.97万,2610.47万,-376.09万,False,954.95万,1.45亿,-1.69亿,-6469.09万,-280.75万,-38.67亿,-17.53亿,-7.39亿,False,19.63亿,,,276.40亿,350.25亿,-73.85亿
2021-03-31,,-30.74亿,-20.18亿,-5.60亿,-4.59亿,319.51亿,,,164.28亿,9.92亿,5.88亿,180.09亿,139.72亿,43.36亿,9.39亿,7.80亿,200.27亿,-20.18亿,,14.26亿,False,598.06万,False,1817.97万,14.51亿,6.01亿,14.10亿,False,False,20.10亿,-5.60亿,,550.00万,550.00万,4.38亿,False,False,4.43亿,8.08亿,6442.56万,False,2992.45万,9.02亿,-4.59亿,-3756.22万,-30.74亿,350.25亿,319.51亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2020-12-31,,85.09亿,160.88亿,-25.55亿,-45.60亿,350.25亿,,,681.69亿,32.75亿,14.28亿,728.71亿,372.57亿,102.48亿,49.02亿,43.76亿,567.83亿,160.88亿,,16.93亿,1.50亿,1479.32万,False,4619.69万,19.04亿,20.04亿,24.05亿,4891.82万,100.00万,44.59亿,-25.55亿,,1.74亿,1.74亿,58.84亿,9.99亿,False,70.57亿,48.35亿,67.05亿,4000.00万,7770.74万,116.17亿,-45.60亿,-4.64亿,85.09亿,265.16亿,350.25亿,,,136.78亿,3.63亿,7.14亿,8701.46万,4474.28万,-62.85万,646.52万,-8545.82万,5.99亿,-1.69亿,-1.32亿,4189.17万,-4.96亿,-27.94亿,30.98亿,-28.12万,160.88亿,,,350.25亿,265.16亿,85.09亿
2020-09-30,,-2.44亿,55.35亿,-18.04亿,-35.56亿,262.71亿,,,447.32亿,25.19亿,11.21亿,483.73亿,283.65亿,77.87亿,35.17亿,31.69亿,428.38亿,55.35亿,,14.37亿,1.52亿,2136.07万,False,2410.23万,16.34亿,16.06亿,18.32亿,False,False,34.38亿,-18.04亿,,1.60亿,1.60亿,36.82亿,9.99亿,False,48.41亿,17.34亿,65.99亿,False,6429.00万,83.98亿,-35.56亿,-4.19亿,-2.44亿,265.16亿,262.71亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2020-06-30,,-48.92亿,6996.63万,-14.94亿,-34.78亿,216.24亿,,,272.44亿,17.19亿,7.08亿,296.71亿,195.03亿,55.87亿,24.64亿,20.46亿,296.01亿,6996.63万,,9.67亿,1.50亿,285.56万,False,1499.07万,11.35亿,13.97亿,12.32亿,False,False,26.29亿,-14.94亿,,1.54亿,1.54亿,34.46亿,9.99亿,False,46.00亿,14.59亿,65.54亿,False,6429.00万,80.78亿,-34.78亿,1042.37万,-48.92亿,265.16亿,216.24亿,,,46.67亿,1.65亿,3.68亿,7706.00万,1978.81万,-2.16万,False,2043.64万,6484.94万,-1.50亿,-1.73亿,4338.02万,-1.08亿,-3.55亿,-53.20亿,False,6996.63万,,,216.24亿,265.16亿,-48.92亿
2020-03-31,,-35.35亿,-39.82亿,-8.25亿,12.57亿,229.81亿,,,123.65亿,7.02亿,2.54亿,133.20亿,119.70亿,36.66亿,11.80亿,4.87亿,173.02亿,-39.82亿,,280.00万,721.65万,366.13万,False,1976.44万,3344.22万,5.46亿,False,3.12亿,False,8.58亿,-8.25亿,,450.00万,False,18.25亿,False,False,18.30亿,5.19亿,5367.26万,False,False,5.73亿,12.57亿,1480.32万,-35.35亿,265.16亿,229.81亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2019-12-31,,4.85亿,77.68亿,-19.23亿,-54.71亿,265.16亿,,,594.05亿,30.84亿,19.90亿,644.79亿,374.23亿,89.35亿,51.92亿,51.61亿,567.11亿,77.68亿,,5.48亿,1735.50万,8533.98万,False,1723.46万,6.68亿,19.27亿,6.45亿,1609.58万,296.88万,25.91亿,-19.23亿,,1.24亿,1.24亿,94.92亿,False,False,96.16亿,93.06亿,57.55亿,210.00万,2689.71万,150.87亿,-54.71亿,1.11亿,4.85亿,260.31亿,265.16亿,,,124.65亿,1.98亿,5.60亿,1.15亿,2400.20万,-553.57万,False,-1532.19万,1.74亿,-3664.92万,-1.54亿,5108.81万,-57.43亿,-46.73亿,38.03亿,False,77.68亿,,,265.16亿,260.31亿,4.85亿
2019-09-30,,-52.97亿,1.24亿,-12.58亿,-44.77亿,207.34亿,,,397.98亿,22.06亿,11.09亿,431.12亿,292.60亿,66.91亿,37.49亿,32.89亿,429.88亿,1.24亿,,False,1057.92万,5606.23万,False,1816.67万,8480.82万,12.75亿,288.42万,6535.16万,False,13.43亿,-12.58亿,,1.13亿,1.13亿,71.51亿,False,False,72.64亿,59.06亿,58.08亿,False,2689.71万,117.41亿,-44.77亿,3.14亿,-52.97亿,260.31亿,207.34亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2019-06-30,,-47.70亿,-4.31亿,-6.85亿,-35.68亿,212.61亿,,,251.00亿,13.43亿,5.84亿,270.27亿,180.92亿,46.29亿,26.03亿,21.35亿,274.58亿,-4.31亿,,False,807.68万,8465.24万,False,False,9272.92万,7.30亿,288.42万,4409.58万,False,7.77亿,-6.85亿,,1822.03万,1822.03万,68.28亿,False,False,68.46亿,46.78亿,57.04亿,60.00万,3129.09万,104.14亿,-35.68亿,-8639.42万,-47.70亿,260.31亿,212.61亿,,,42.24亿,8014.37万,2.69亿,4022.85万,602.24万,-81.00万,446.44万,-186.64万,1.58亿,-2122.44万,-6818.26万,False,-29.54亿,-26.94亿,1.96亿,False,-4.31亿,,,212.61亿,260.31亿,-47.70亿
2019-03-31,,-29.12亿,-30.38亿,-4.47亿,8.96亿,231.12亿,,,114.10亿,8.30亿,2.09亿,124.50亿,98.92亿,29.29亿,16.60亿,10.08亿,154.88亿,-30.38亿,,False,False,202.92万,690.98万,134.44万,1028.33万,3.82亿,False,False,7534.47万,4.57亿,-4.47亿,,102.00万,False,52.11亿,False,False,52.12亿,42.29亿,8527.75万,False,209.51万,43.17亿,8.96亿,-3.22亿,-29.12亿,260.24亿,231.12亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2018-12-31,,100.02亿,91.13亿,14.51亿,-7.97亿,260.31亿,,,519.87亿,37.22亿,16.24亿,573.32亿,322.55亿,70.91亿,43.63亿,45.10亿,482.19亿,91.13亿,,106.85亿,1.02亿,1797.18万,False,8950.52万,108.94亿,20.56亿,73.68亿,False,2000.00万,94.43亿,14.51亿,,9750.90万,9750.90万,103.46亿,False,20.58亿,125.02亿,85.91亿,47.02亿,False,655.57万,132.99亿,-7.97亿,2.35亿,100.02亿,160.29亿,260.31亿,,,113.80亿,4.27亿,4.18亿,6216.13万,False,-497.58万,False,-1340.69万,8114.22万,-5192.96万,-5527.63万,False,-10.21亿,-23.56亿,7.52亿,False,91.13亿,,,260.31亿,160.29亿,100.02亿
2018-09-30,,15.27亿,26.46亿,12.96亿,-26.06亿,175.56亿,,,360.16亿,26.66亿,7.65亿,394.47亿,248.80亿,51.82亿,33.79亿,33.59亿,368.00亿,26.46亿,,43.90亿,6331.05万,706.12万,False,2150.16万,44.82亿,20.45亿,11.00亿,3190.00万,832.78万,31.86亿,12.96亿,,9300.90万,9300.90万,68.48亿,False,False,69.41亿,47.97亿,47.44亿,False,655.57万,95.48亿,-26.06亿,1.91亿,15.27亿,160.29亿,175.56亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2018-06-30,,-30.63亿,-16.21亿,9.86亿,-24.26亿,129.67亿,,,221.09亿,17.74亿,4.51亿,243.34亿,176.65亿,35.84亿,24.78亿,22.28亿,259.55亿,-16.21亿,,35.90亿,7573.17万,666.75万,False,119.06万,36.74亿,15.74亿,11.00亿,False,1350.00万,26.87亿,9.86亿,,1228.90万,1228.90万,39.83亿,False,False,39.95亿,17.26亿,46.88亿,False,655.57万,64.21亿,-24.26亿,-196.83万,-30.63亿,160.29亿,129.67亿,,,41.08亿,3.26亿,1.96亿,2757.22万,False,-376.36万,41.59万,610.25万,4031.00万,-7826.71万,-5189.64万,False,-6.89亿,-19.03亿,-34.14亿,False,-16.21亿,,,129.67亿,160.29亿,-30.63亿
2018-03-31,,-49.15亿,-38.56亿,-17.44亿,10.18亿,111.14亿,,,87.51亿,9.01亿,10.67亿,107.19亿,96.47亿,21.57亿,12.71亿,15.00亿,145.75亿,-38.56亿,,1.50亿,2156.19万,808.51万,False,550.29万,1.85亿,8.22亿,11.00亿,False,687.78万,19.29亿,-17.44亿,,12.74万,False,14.20亿,False,False,14.20亿,3.04亿,9104.82万,False,655.57万,4.02亿,10.18亿,-3.33亿,-49.15亿,160.29亿,111.14亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2017-12-31,,25.07亿,73.73亿,-12.09亿,-34.02亿,160.29亿,,,421.36亿,27.34亿,5.34亿,454.04亿,256.35亿,50.37亿,35.58亿,38.01亿,380.31亿,73.73亿,,103.00亿,3129.01万,2308.63万,False,6336.47万,104.18亿,16.92亿,99.21亿,False,1350.00万,116.27亿,-12.09亿,,9208.98万,9208.98万,35.51亿,False,False,36.43亿,32.06亿,38.00亿,306.25万,3845.15万,70.44亿,-34.02亿,-2.56亿,25.07亿,135.22亿,160.29亿,,,93.78亿,4.85亿,3.02亿,3941.20万,False,-158.52万,False,-4209.01万,2.72亿,-4465.01万,-1.04亿,False,-12.69亿,-47.35亿,36.61亿,False,73.73亿,,,160.29亿,135.22亿,25.07亿
2017-09-30,,-5.77亿,9584.96万,26.57亿,-29.93亿,129.45亿,,,270.25亿,21.16亿,3.12亿,294.52亿,211.63亿,34.99亿,25.07亿,21.88亿,293.56亿,9584.96万,,51.73亿,5491.40万,1670.75万,False,314.60万,52.48亿,9.86亿,15.07亿,9800.00万,False,25.90亿,26.57亿,,6202.47万,6202.47万,54.37亿,False,14.92亿,69.92亿,45.60亿,37.94亿,False,16.31亿,99.84亿,-29.93亿,-3.38亿,-5.77亿,135.22亿,129.45亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2017-06-30,,-9.96亿,-19.43亿,31.89亿,-21.10亿,125.26亿,,,160.56亿,13.35亿,1.91亿,175.82亿,138.31亿,25.63亿,19.00亿,12.31亿,195.25亿,-19.43亿,,51.73亿,5339.84万,1106.17万,False,1310.07万,52.51亿,5.11亿,14.53亿,9800.00万,False,20.62亿,31.89亿,,False,False,49.39亿,False,10.62亿,60.00亿,27.24亿,37.56亿,False,16.31亿,81.10亿,-21.10亿,-1.32亿,-9.96亿,135.22亿,125.26亿,,,32.76亿,2.52亿,1.62亿,2111.58万,False,-222.70万,False,-3855.25万,2.16亿,-4965.22万,-5901.42万,False,-11.45亿,-28.03亿,-18.75亿,False,-19.43亿,,,125.26亿,135.22亿,-9.96亿
2017-03-31,,22.92亿,-30.35亿,30.54亿,23.25亿,158.14亿,,,69.09亿,7.81亿,6632.13万,77.56亿,78.83亿,15.33亿,7.96亿,5.80亿,107.91亿,-30.35亿,,33.70亿,2657.36万,208.80万,False,False,33.99亿,2.99亿,False,4500.00万,False,3.44亿,30.54亿,,False,False,43.62亿,False,4.38亿,48.00亿,17.00亿,5531.81万,False,7.19亿,24.75亿,23.25亿,-5201.96万,22.92亿,135.22亿,158.14亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2016-12-31,,34.89亿,62.16亿,-33.83亿,4.43亿,135.22亿,,,326.75亿,25.92亿,4.90亿,357.57亿,208.94亿,34.10亿,29.16亿,23.21亿,295.40亿,62.16亿,,49.90亿,4877.34万,1940.48万,False,1339.89万,50.71亿,9.11亿,73.35亿,1.72亿,3500.00万,84.54亿,-33.83亿,,2.47亿,2.47亿,46.69亿,29.03亿,6.61亿,84.80亿,51.05亿,29.31亿,False,160.28万,80.37亿,4.43亿,2.13亿,34.89亿,100.33亿,135.22亿,,,74.24亿,3.18亿,2.12亿,2915.98万,False,73.61万,False,4017.16万,6380.67万,-4049.33万,-1.14亿,False,-10.18亿,-36.03亿,28.14亿,False,62.16亿,,,135.22亿,100.33亿,34.89亿
2016-09-30,,20.07亿,19.56亿,7.38亿,-8.65亿,120.40亿,,,210.36亿,17.75亿,2.72亿,230.83亿,147.08亿,23.73亿,20.45亿,20.01亿,211.27亿,19.56亿,,14.48亿,4270.91万,33.55万,False,2106.80万,15.12亿,6.02亿,False,1.72亿,False,7.74亿,7.38亿,,30.93亿,False,38.78亿,False,12.58亿,82.30亿,46.77亿,28.93亿,False,15.25亿,90.95亿,-8.65亿,1.78亿,20.07亿,100.33亿,120.40亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2016-06-30,,-1.55亿,3.98亿,7.04亿,-12.89亿,98.78亿,,,128.38亿,13.54亿,1.39亿,143.31亿,95.56亿,17.14亿,15.22亿,11.42亿,139.33亿,3.98亿,,12.00亿,2687.10万,36.87万,False,159.50万,12.29亿,3.53亿,False,1.72亿,False,5.25亿,7.04亿,,False,False,26.46亿,29.50亿,12.58亿,68.54亿,37.45亿,28.73亿,False,15.25亿,81.43亿,-12.89亿,3155.97万,-1.55亿,100.33亿,98.78亿,,,26.12亿,1.59亿,9040.14万,1650.21万,False,29.92万,False,828.19万,1239.16万,-2645.15万,-6502.12万,False,-7.74亿,-15.41亿,-9444.14万,False,3.98亿,,,98.78亿,100.33亿,-1.55亿
2016-03-31,,-9.14亿,-14.32亿,-14.72亿,20.10亿,91.19亿,,,54.86亿,6.83亿,6198.00万,62.30亿,55.86亿,10.63亿,4.77亿,5.36亿,76.63亿,-14.32亿,,False,1010.74万,24.12万,False,False,1034.86万,2.25亿,12.58亿,False,False,14.83亿,-14.72亿,,569.53万,569.53万,18.62亿,29.32亿,6.85亿,54.85亿,25.82亿,3142.32万,False,8.62亿,34.75亿,20.10亿,-2026.11万,-9.14亿,100.33亿,91.19亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
